sentence,label
출장요리네는 또 뭐가 있을까?[SEP]어디 보자.[SEP]하와이안 로우는 어때?[SEP]그거 좋겠다.[SEP]과일도 넣고 파인애플도 넣을 수 있어.,1
재미있네요.[SEP]일정한 계획은 없지만 꽤 건강한 방법인 것 같아요.[SEP]예.[SEP]이제 시작해야 할 것 같습니다.[SEP]어쩌면 꼭 운동을 해야하는 것은 아닐지도 몰라요.,3
"그렇군요.[SEP]저는 리처드슨 교향악단 리더의 옆집에서 자랐어요.[SEP]오, 크리스 제로스 말이죠.[SEP]네, 그렇습니다.[SEP]오, 행운아네요.",6
"실험이랑 실제 우주 탐사와 같은 것이요.[SEP]러시아 말인데, 그들은 그렇게 큰 위협이 되지는 않을 것 같습니다.[SEP]뭐, 그럴 여유가 없지요.[SEP]아, 있잖아요.[SEP]혹시 소련의 우주전시관을 보러 포트워스에 가본 적이 있나요?",4
둘째가 초등학교 5학년이 되었을 때 제 아내가 다시 직장에 복귀했습니다.[SEP]그래서 제 경험은 저희가 겪은 일이 다예요.[SEP]우리 아이들은 탁아소를 거치지 않았죠.[SEP]그들은 함께 집에 있을 수 있었고요.[SEP]저희는 그런 일을 실제로 경험해보지 못했어요.,6
연박하면 9만원으로 할인 해서 3일에 27만원이에요[SEP]체크인 시간은 어떻게 돼요?[SEP]6시 이후로 들어오시면 돼요[SEP]조금 더 일찍 체크인 안될까요?[SEP]일찍 오시면 추가 금액이 있어요,5
"그렇군요.[SEP]저희는 갤버스턴으로 갔었는데요.[SEP]만에서 갓 나온 새우이지요.[SEP]작년에 갤버스턴에 갔었어요. [SEP]음, 사실 올해 초네요.",1
3시에 퇴근했는데 그분들이 집에 있는 여성분들을 얕보곤 했어.[SEP]내가 집에 갈 줄 알았다고 말하곤 했지.[SEP]적어도 3시에 퇴근해서 집 간 다음 다리 쭉 펴고 드라마를 볼 수 있겠다고 말하겠지.[SEP]물론이지.[SEP]그들이 내가 집에 도착하면 해야 할 일들에 대해 전혀 몰라서 화가 나곤 했어.,4
이거는 얼마예요?[SEP]이거는 이천 원이요[SEP]수면양말 긴 거는 없어요?[SEP]네 요새는 목이 좀 짧게 나오는 편이라 토시 끼셔야 돼요[SEP]토시는 어떤 건데요?,2
여기 한 박스에 떡 몇 개가 들어가요?[SEP]가래떡은 한 봉지에 얼마나 들어가나요?[SEP]이렇게 다 해서 몇 키로나 나오나요?[SEP]이쪽에 있는 떡들이랑 저쪽에 있는 떡들은 가격이 얼마나 차이나요?[SEP]가격 차이가 나는 이유가 뭔가요?,5
나는 매일 신문을 읽어.[SEP]적어도 몇 분 동안은 쭉 읽으려고 해.[SEP]그리고 나는 매주 뉴스위크를 받는데 처음부터 끝까지 다 읽는 편이야.[SEP]그러면 적어도 내가 읽는 짧은 뉴스들은 만족시킬 수 있어.[SEP]TV는 잘 안 봐.,6
"글쎄, 난 애가 없어서 그런 경험이 없는데.[SEP]행운이네.[SEP]내가 많이 듣는 게 있어.[SEP]내 차에는 카세트 플레이어가 없어서 계속 방송 채널을 바꾸는 거야.[SEP]다양한 종류의 음악을 좋아해.",1
강원도 속초시 속초 경찰서 인근에 있어요[SEP]지금 예약 가능한가요?[SEP]온돌방도 있나요?[SEP]현재 온돌방은 예약이 완료된 상태예요[SEP]두 명이 이용 할 수 있는 방으로 예약되나요?,5
"예, 삼월 이십구일 금요일 맞아요[SEP]몇 분 오세요?[SEP]총 세명이에요[SEP]금요일 세명이면 예약 가능해요[SEP]뷰가 조금 좋은 방으로 해서 이용 요금이 어떻게 되나요?",5
내가 선생님으로 일하던 때와 지금 이야기를 해줄게. [SEP]알았어.[SEP]내가 유타에서 선생님이었을 때 난 보통 저런 정장이나 하이힐 같은 걸 신곤 했어.[SEP]비와 눈이 내렸을 때도 난 굴하지 않고 하이힐을 신었어.[SEP]알 것 같아.,6
그렇군요.[SEP]이건 마치.[SEP]끊은 건 순전히 아이들 때문이었어요.[SEP]끊고 싶지 않았죠.[SEP]아 그건.,3
네 나갔어요[SEP]이거는 색상이 검정색 하나 밖에?[SEP]네 그거 밖에 없어요[SEP]또 안 들어오나요?[SEP]네 안 들어와요,2
"지금 예약 할 수 있나요?[SEP]네, 어떤 방 원하시나요?[SEP]패밀리룸이요[SEP]언제 숙박하실 계획이세요?[SEP]이번 주 일요일부터 다음 주 화요일까지요",5
우리도 했지.[SEP]나는 승마도 했어.[SEP]사실 우리 애들이 자랄 때는 말이 항상 있었어.[SEP]애들을 위한 거였는데 우리만큼 아이들은 관심이 있지는  않더군.[SEP]그게 사실이지.,1
무인발권기 안 되는데 결제 어디서해요?[SEP]PC방인데 마감시간이 따로 있나요?[SEP]게임 가맹점 하면 뭐가 좋은거예요?[SEP]롤 가맹점 맞아요?[SEP]게임 안깔려 있는데 설치 좀 해주실래요?,2
그녀는 부양자였거든요.[SEP]한 사람이 해야 할 일이 너무 많았대요.[SEP]너무 끔찍하다더군요.[SEP]딸은 절대 아이를 유치원에 보내지 않겠다고 하더라구요.[SEP]저는 이 근처에 좋은 유치원이 있을 거라 믿긴하지만요.,6
그들이 어떻게 하는지 저도 잘 모르겠어요.[SEP]아이들이 있는 집이 어떻게 하고 있는지 잘 모르겠어요.[SEP]말씀드리자면 많은 것이 부족하게 살고 계시는군요.[SEP]분명히 우리는 아무것도 가지고 있지 않아요.[SEP]저는 이것이 역할 역전이라고 생각하지 않습니다.,4
"일부는 괜찮지만.[SEP]맞아, 나도 그 의견과 같아.[SEP]그래.[SEP]그건 괜찮아.[SEP]웨스턴 컨트리 음악의 일부는 랩 영역에 들어온 것 같아.",1
제 나이대 친구들은 대부분 운동을 안 해요.[SEP]아니면 테니스는 칠지도 모르죠.[SEP]전 테니스를 안 치기 때문에 그걸 안 하죠.[SEP]전 40대 후반이에요.[SEP]그래서 그런 운동하려는 사람이 많지 않아요.,3
한때는 제가 정기적인 운동 프로그램을 했었어요.[SEP]그런데 2달 전에 이사했고 모든 게 달라졌죠.[SEP]규칙적으로 전념했던 모든 공간이요.[SEP]규칙적으로 운동하실 때 어떤 걸 하셨나요?[SEP]준비운동을 일상적으로 했고요.,3
"지역구 설정에 관한 댈러스 선거를 지켜봤어?[SEP]아니, 들어는 봤는데 잘은 몰라.[SEP]논란의 여지가 아주 많다고만 들었어.[SEP]정말 많은 사람의 이야기했지.[SEP]난 댈러스 카운티에 살지 않아.",4
신고 닳으면 매장으로 가지고 오면 수선되나요?[SEP]저희 센터가 있기 때문에 가능하세요[SEP]이게 정가에요?[SEP]정가는 아니고요 이게 아울렛 가격이에요[SEP],2
정말 좋네요.[SEP]아들입니까 딸입니까?[SEP]아들이에요.[SEP]그렇군요.[SEP]이름이 뭐예요?,6
나쁜 점은 거의 없다고 봐요.[SEP]이건 제가 계속할 거예요.[SEP]고마워요.[SEP]그래요.[SEP]헬스클럽 같은 데는 가본 적 있나요?,3
"룸서비스 이용 시간은 몇 시까지 가능한가요?[SEP]룸서비스는 오전 열 시에서 오후 열 시까지 가능하시지만, 아홉 시 삼십분 전에 마지막 주문을 해주셔야 해요[SEP]봉사료는 얼마인가요?[SEP]저희는 부가가치세와 봉사료 포함된 가격으로 판매를 하고 있기 때문에 따로 발생하지는 않아요[SEP]",5
저는 퇴근해야만 했구요.[SEP]그 때가 오후 5시였어요.[SEP]제 아들이 아직도 유치원에 있다는 걸 알게 되었어요.[SEP]선생님들은 저한테 전화를 했어요.[SEP]누군가 와서 아들을 데리고 가야 한다고 말씀하셨죠.,6
"미니 골프, 자 퍼트, 퍼트.[SEP]제 아이들도 그걸 좋아해요.[SEP]제가 알기로는 저희가 골프에 관해 얘기하는 걸 거예요.[SEP]전 안 해요.[SEP]사실 제가 무작위로 체크했었던 것 같네요.",3
한 마디로 크루즈에서는 뭐든지 할 수 있어.[SEP]흠.[SEP]그냥 배에 있는 거야.[SEP]배가 정박하면 관광도 하고 쇼핑도 할 수 있어.[SEP]그렇구나.,5
코트인데 당연히 되죠[SEP]색깔은 뭐 있어요?[SEP]회색 한 장 있어요[SEP]저거는 얼마예요?[SEP]십삼만 오천 원이요,2
듣자 하니 당신 삶에서 두 번째로 행복한 날이라고 하던데요.[SEP]뭐가요?[SEP]당신이 보트를 파는 날 말이에요.[SEP]아니에요.[SEP]저는 보트를 갖고 있는 게 좋았어요.,3
"저는, 아니요.[SEP]그리곤 계속 정말 멋지다는 말을 반복하죠.[SEP]저는 거기에 가본 적은 없어요.[SEP]플라노 슈퍼볼 근처에 있는 가족들이랑 가기 좋은 곳이라고 생각했어요.[SEP]그렇군요.",1
내 말은 난 진보 성향이야.[SEP]매우 진보적인 성향을 가지고 있지.[SEP]지난 몇 년 동안은 그랬어.[SEP]이제는 비용을 낼 만한 여력이 없다고 말하는 지경까지 왔어.[SEP]나도 계속 사람들을 돕고 싶은데.,4
"좋아.[SEP]그 다음에는 물기를 뺀 게살에 칠리소스 한 병을 섞어서 덮고 위에 펴서 크래커에 뿌려줘.[SEP]오, 그래.[SEP]그렇게 하면 무조건 잘 돼.[SEP]완전 쉽고 말이야.",1
우린 사실 꽤 단련되어 있어요.[SEP]따라서 이런 갑작스러운 일들을 쉽게 극복할 수 있습니다.[SEP]그렇군요.[SEP]그렇다면 당신의 급여에서 당신이 모든 비용을 커버하는데는 기본적으로 몇 퍼센트 정도면 된다고 생각하시나요?[SEP]아니면 몇 퍼센트나 저축을 하나요?,0
"나는 협동조합 학생이야.[SEP]하프타임으로 일하고 학교에 가.[SEP]사실은 이렇다 할 취업 혜택은 없어.[SEP]결국엔 우리의 존재를 잊어버리는 것 같아.[SEP]우리는 휴가, 병가나 건강 보험 같은 것도 없어.",6
만약 중소기업과 대기업 둘 다 시설 안에 아이들이 있는 주간 탁아소가 생긴다면 그게 좋을거라고 생각해요.[SEP]반드시 아이들이 바로 당신 옆에 있지는 않더라도요.[SEP]그런 시설은 점점 많아지고 있어요.[SEP]당신이 사는 곳 근처에 있는지는 모르겠지만.[SEP]제가 있는 곳에는 거의 모든 병원에 있어요.,4
네 맞아요[SEP]은 목걸이 이거는 가격이 어떻게 돼요?[SEP]2만 원인데 현금하시면 19000원이요[SEP]가게 앞에 주차 단속하나요?[SEP]한 10분 정도까지는 괜찮습니다,2
"와이파이가 되는데 조금 약할 수는 있어요[SEP]와이파이 약하면 공유기 가져가도 괜찮아요?[SEP]공유기 있으면 편하게 쓰실 수 있어요[SEP]방 시설은 괜찮아요?[SEP]네, 시간 괜찮으시면 와서 보세요",5
비드 박힌 거는 얼마?[SEP]18만 원짜리예요[SEP]가죽입니까?[SEP]네 맞아요[SEP]한 번 신어 볼까요?,2
"네, 있어요.[SEP]당신은 진 해크먼이 나오는 집단 소송이라는 영화를 본 적 있나요?[SEP]아니요, 아직이요.[SEP]저는 이번 주말에 봤어요.[SEP]그건 제게 엄청난 영화였어요.",1
제 엄마는 그렇게 키우지 않았지만요.[SEP]저도 마찬가지였어요.[SEP]그래도 제 딸은 할인품을 정말 잘 찾아요.[SEP]저도요.[SEP]저는.,6
"어쨌든 다음번에는 다르게 하려고요.[SEP]저희는 다음번에는 우리 차를 위해 현금을 지불하고 싶습니다.[SEP]우리는 우리가 할 수 있는 모든 것에 대해 현금으로 지불하기를 원합니다.[SEP]우리가 집을 살 때, 우리는 금융 세미나에 참석했습니다.[SEP]그는 그 점에 대해 많은 지혜를 가지고 있습니다.",0
제가 이해한 바로는 이 아이들이 좀 더 반항적이라는 연구 결과가 있어요.[SEP]좀 더 창의적이라고도 하죠.[SEP]공동체에서 길러진 아이들의 차이점을 보기 위해선 다음 세대를 봐야 합니다.[SEP]솔직히 저는 많은 부분을 알진 못해요.[SEP]자기 자신의 이야기만 아는 법이니까요.,6
"아니에요. 저는 그런 걸 바라지 않아요.[SEP]흠, 저는 저는 본전을 뽑으려고 노력해요.[SEP]단순히 노력하는 게 아니에요. 중요한 부분이잖아요.[SEP]저는 본전을 뽑으려고 노력해요.[SEP]음식의 겉모습도.",1
진동감쇠기 말하는 거야?[SEP]글쎄 진동감쇠기는 바꿔야 하는 도르래가 3개잖아.[SEP]네가 크랭크 풀리를 교체하는 경우에는 말이야.[SEP]그게 진동 댐퍼야. [SEP]그래서 내가 그것들을 바꿀 때 이 압축 알루미늄을 붙였거든.,6
"체크인하려고 하는데요?[SEP]예약 번호 좀 알려주실래요?[SEP]예약번호는 #전화번호#입니다[SEP]6시 반에 모닝콜 해주실 수 있나요?[SEP]네, 모닝콜 해드릴게요",5
오늘 꼭 온돌 룸에서 묵어야 하면요?[SEP]온돌 룸은 내일부터 투숙이 가능하세요. 아니면 패밀리 트윈 객실이 싱글 침대 하나랑 더블 침대 하나 들어가는 객실이 있어요[SEP]엑스트라 베드는 안 되나요?[SEP]엑스트라 베드는 트윈 객실만 가능하세요[SEP]트윈은 다 싱글 베드인가요?,5
이거는 가격이 어떻게 돼요?[SEP]69000원이요[SEP]소재가 뭐예요?[SEP]폴리에스테르 스타일로 나온 거예요[SEP]한 번 입어보자,2
"아니야.[SEP]어, 거기 치치 마린이 나왔어.[SEP]오, 정말? 그럼 분명히 좋은 영화였을 거야.[SEP]좋았어?[SEP]응.",1
삼십육 하면 사이즈가 어떻게 되노?[SEP]사이즈가 어떻게 되시는데요?[SEP]이백사십 이백사십오 사십오는 좀 편하고 볼 때문에 이거는 좀 작네[SEP]이거는 가격이 어떻게 하는데예?[SEP]지금 이거 하시면은 삼십 프로 할인돼서 삼만 이천 원이요,2
이게 무슨 가죽이에요?[SEP]저희는 이태리 소가죽 쓰고 있어요[SEP]그러면 여기 밑창 닳으면 에이에스 되나요?[SEP]그럼요 저희 무상 에이에스 돼요[SEP]요거는 얼마 정도 해요?,2
"다 팔리면, 내일 다시 와야하나요?[SEP]오후에 오면 다시 만드시나요?[SEP]배달비는 지금 같이 드리면 될까요?[SEP]배달 받고 결제 해도 되나요?[SEP]계산은 찾으러 올 때 해도 되죠?",5
"그 쪽에서 할머님을 너무 성가시다고 느낀 것 같아.[SEP]후, 더 이상 할머님을 상대할 수 없었던 거지.[SEP]그래서 보증금도 없고 다시 돌려보내지 않을 요양원을 찾아봐야 할 것 같아.[SEP]그리고 모든 증상의 환자들을 돌볼 수 있게끔 준비되어 있는 곳이어야겠네.[SEP]내 조부모님들은 아직까지 독립적이길 원하시거든.",6
"이는 향후 10년, 20년, 30년에 걸쳐 일종의 발전과정을 거칠 국가 의료 서비스 중에 하나로 다루어질 것입니다. [SEP]왜냐하면 저는 이게 캐나다에서 다루어질 것이라는 걸 알기 때문이죠.[SEP]저는 캐나다에서 의사로 일하는 좋은 친구가 있습니다.[SEP]그들이 과도기를 만들었죠.[SEP]제 생각엔, 예를 들면 자기공명 복제 영상 시리즈들 말이에요.",4
그런가요.[SEP]중간 이름은 크리스예요. 아니면 크리스토퍼였던가.[SEP]그렇겠죠.[SEP]하지만 엘리야였던 것 같아요.[SEP]그렇군요.,6
애들이 떠나는 걸 보는 게 싫다는 점 빼고는 좀 기대되는 것 같아.[SEP]그렇지.[SEP]그런데 말이야.[SEP]그렇지.[SEP]겨울에는 가지 말아.,5
네 악세서리예요[SEP]은도 부작용 없는가요?[SEP]손님이 은에 알레르기가 없으셔야 해요[SEP]골드가 더 나아요?[SEP]골드가 더 잘 어울리시는 거 같아요,2
체크인할 수 있을까요?[SEP]예약하셨나요?[SEP]#이름# 이름으로 예약했습니다[SEP]305호실입니다[SEP]고층으로 부탁드려도 될까요?,5
조끼 원피스 같은 그런 건가 봐요?[SEP]네 맞습니다[SEP]이건 2만 원이에요?[SEP]지금 할인하고 있어서 1만 6000원요[SEP]사이즈 프리예요?,2
"애가 지금 바로 가지고 가야 해서 이따 제가 들려서 결제 해도 될까요?[SEP]초는 13개 넣어 주실래요?[SEP]폭죽은 그냥 빼주시고, 초 33개 넣어 주시겠어요?[SEP]78년생이시면 초 몇 개 꽂아야 하나요?[SEP]쿠폰 사용하려는데, 보여드리면 되나요?",5
파란 거는 없어요[SEP]이런 거는 사이즈가 프리에요?[SEP]네 프리에요[SEP]이거 사이즈 큰 거 없어요?[SEP]네 지금 다 나가고 없어요,2
그분들은 정말 솔직하게 말하면 사회 어느 분야든 자신이 최고라는 것에 익숙하거든.[SEP]그리고 남자들이 집으로 돌아오지.[SEP]그들이 할 일이 모두 끝났지.[SEP]식사가 준비되어 있고.[SEP]역할이 바뀌는 걸 보는 게 남자들에겐 겁이 나는가 봐.,4
그건 정말 뭔가 암흑시대에 나와서 절대 죽지 않는 그런 거 같아요.[SEP]제가 처음 바다낚시를 갔을 때요.[SEP]제 낚싯줄을 던졌죠.[SEP]제가 처음 잡은 것은 모래 상어였어요.[SEP]1피트 정도됐어요.,3
손님 사이즈가 어떻게 되세요?[SEP]44 입는데 [SEP]화려한 정장이 필요해가[SEP]이런게 좀 화려한 정장이에요[SEP]한 번 입어보세요,2
불편하지는 않아요[SEP]소매 길이 수선 같은 거는 여기서 해주나요?[SEP]네 다만 본인 부담이 조금 들어갈 수가 있어요[SEP]여학생들도 많이 입나요?[SEP]대학생들이 주로 입어요,2
그렇지만 한 번 더 추워질 것 같다고 생각하고 있었지.[SEP]하지만 아마 그건 지나간 것 같아.[SEP]아마도 가서 좀 사 와야 할 것 같아.[SEP]응.[SEP]내가 주택이 하나 있다면 정원 가꾸기를 즐겨 할 것 같아.,1
"4인 예약 문의 어디에 하면 되나요?[SEP]네, 어린이 동반한 4인인가요?[SEP]아니요 성인 4인이요[SEP]날짜는 언제로 예약하시고 싶으세요?[SEP]다음 주 금요일부터 월요일까지요",5
35000원씩요[SEP]그거는 몇 인분이에요?[SEP]주로 술안주로 드시기 때문에 네 명 정도 드실 수 있어요[SEP]그러면 배달을 몇 시부터 몇 시까지?[SEP]배달은 열한 시부터 해요,1
"제휴 할인 카드 있어요. 할인 좀 해주시래요?[SEP]이 제품은 따로 리필 할 수 있나요?[SEP]리필 제품을 파나요? 리필 되는 거예요?[SEP]이거 리필 안되는 것 같은데, 어떻게 갈아요?[SEP]리필 되는 거라고 써있는데, 되는거 맞나요?",5
방에서 담배 냄새가 나요. 다른 방으로 바꿔주세요[SEP]지금 남는 다른 방이 없어서 방 변경은 어려워요[SEP]이런 룸 컨디션이면 더 좋은 방으로라도 바꿔줘야 하는 거 아니에요?[SEP]스위트룸 남는 방으로 변경 해드릴게요[SEP]제가 예약한 방 이 몇 호인가요?,5
그걸 벗어나는 데 오랜 시간이 걸렸어.[SEP]이해해.[SEP]하지만 이제 벗어났으니 다행이야.[SEP]다른 흥미로운 일이 뭐냐면.[SEP]내가 비록 40대이지만 내 어머니가 40대일 때와 비교하자면 얼마나 젊게 옷을 입느냐 말이지.,6
저는 콘택트렌즈를 사용하는데 눈은 보험이 적용되지 않아서 그게 아쉬워요.[SEP]아하.[SEP]아시겠지만.[SEP]하지만 모두를 위해서.[SEP]네.,6
"정원 가꾸기, 캠핑 가기.[SEP]휴가 여행 가기 그런 거.[SEP]그렇구나.[SEP]아주 몰두하는 것은 없어.[SEP]나는 원예에 심취해 있어.",1
그것도 좋은 이유야.[SEP]내 생각에 사람들은 아침에 일어나서 온종일 뉴스를 들어.[SEP]시간이 지나고 퇴근해서 투표하러 가지.[SEP]별 의미 없는 것처럼 느껴질 거야.[SEP]맞는 말이야.,4
"저는 그걸 꼭 저렴하다고 생각하지도 않아요.[SEP]오, 그렇군요.[SEP]어떤 건 그런 거 같더라고요.[SEP]그래서 당신은 전화해서 왜 그랬는지 이야기 했나요?[SEP]아니요.",0
찢어졌다가 다시 꿰맨 것 같았어요.[SEP]솔기 같은 것도 아니었어요.[SEP]그게 싼 이유였어요.[SEP]비록 밖에서 보면 별로 눈에 잘 띄지 않았지만요.[SEP]제이씨 패니 직원이 말해줬는데.,6
비용이 비싼 캠페인이야.[SEP]자격 있는 사람들을 많이 뺄 수 있어.[SEP]좀 더 전문성이 있고 헌신적인.[SEP]그들은 시간을 쓰고 싶어 하지 않아.[SEP]아니면 돈이 없겠지.,4
물속에 들어갔고 출발을 기다렸죠.[SEP]보트가 막 출발하려는데 거북이가 제 등을 물었어요.[SEP]오 저런.[SEP]많이 아프진 않았어요.[SEP]물렸어도 스키를 할 수 있었어요.,3
분광계를 사용하여 차에서 발생하는 배기가스를 보는 것이에요.[SEP]배기구에서 나오는 물질의 양을 말이죠.[SEP]레이더 총과 같은 것이죠.[SEP]오 정말이요?[SEP]당신은 그들이 할 수 있다는 얘기죠?,6
많은 사람이 그러는 데 비틀스보다 낫다고.[SEP]알겠지만 나는.[SEP]아니지.[SEP]뉴키즈온더블럭과 비틀스를 비교하는 것 말이야. 그건.[SEP]웃음만 나오지.,1
"어떤 종류의 스웨트셔츠와 티셔츠를 만들어?[SEP]어, 지금은 포인세티아와 곰이 들어간 크리스마스 셔츠를 만들고 있어.[SEP]실크 스크린으로 하는 거야?[SEP]아니, 내가 쓰는 제품이 있는데 그걸 잘라서 쓰지.[SEP]원더언더 라는 제품인데 그것을 놓고 다리미로 다리면 돼.",1
저에게 그건 새로운 경험이었어요.[SEP]하지만 전 즐겼어요.[SEP]전 산에 다시 가게 되면 좋겠어요.[SEP]물론 그럴 거예요.[SEP]흥미로웠어요.,3
난 요양원에서 살 수 있을 것 같아.[SEP]나는 누군가에게 짐이 되는 이기적인 사람이 되고 싶지 않아.[SEP]나도 그래.[SEP]할머니가 나를 애먹인 걸 알기 때문에.[SEP]나이가 들면 아마 이곳을 최대한 이용할 수 있을 것 같아.,6
지금 여기 있는 게 다예요?[SEP]네 다예요[SEP]몇 시에 문 닫아요?[SEP]8시까지 합니다[SEP]일요일도 하세요?,2
"어, 그래요.[SEP]엄마를 빌리는 거라고 해야 할까요.[SEP]이상하네요.[SEP]유모 같은 거라고 할까요?[SEP]저는 그런 일이 일어나는 사회를 상상하고 재미있는 이야기를 생각해 볼 수 있을 것 같아요.",6
주문하면 들어와요?[SEP]네 주문하면 내일와요[SEP]가격이 어느 정도예요? 이 신발은?[SEP]보통 6만 8천 원 7만 9천 원 정도요[SEP],2
그렇지만 흥미로워 보여요.[SEP]우리 상황은 그거랑 조금 반대네요.[SEP]왜냐하면 제 아내는 한동안 일을 하지 않았고 학교에 다녔어요.[SEP]최근에야 풀타임으로 일하고 있죠.[SEP]거의 풀타임으로요.,0
지금은 12칼로리 정도죠.[SEP]그렇죠.[SEP]오![SEP]그러니까요.[SEP]가장 좋은 일이라고 생각해요.,1
잘 보면 소년의 머리가 구름에서 빠져나오고.[SEP]그다음 독수리 머리가 빠져나오는 것도 보이죠.[SEP]하늘을 날아다닙니다.[SEP]분명 이 애니메이션을 위해 컴퓨터나 다른 기술들이 사용되었겠죠.[SEP]하지만 너무 현실적이고 진짜 같은 애니메이션이었습니다.,1
응.[SEP]아니 근데 내가 그걸 즐기는건 아니야 전혀.[SEP]난 재밌고 풍자하는 게 좋은거지.[SEP]그중 일부는 실제로 진지한 문제를 논하기도 해.[SEP]그래.,1
네가 예기치 않게 많이 들러야 할 거야.[SEP]많은 사람이 양로원에 누굴 보내면 다시는 보러 가질 않아.[SEP]사람들이 가서 보러 가질 않지.[SEP]맞는 말이야.[SEP]그들은 절대로 보러 가지 않아.,6
성경 수업들이랑 이거저거 아침에 많은걸 하는데도 거기에 간식 시간과 놀이 시간이 있어.[SEP]나는 그냥 평상시에 입는 슬랙스와 티셔츠를 입을 건데 아마도 청바지는 아닐 거야.[SEP]그냥 테니스 화랑 옷이면 돼.[SEP]그 근처에서는 티셔츠나 다른 것들을 입을 수 있을 거야.[SEP]하지만 여기선 매년 이맘때쯤이면.,6
"방 있나요?[SEP]몇 분이 주무실 건가요?[SEP]한 명씩 잘 건데 방이 2개 필요해서요[SEP]두 분이 각각 방을 쓰시나요?[SEP]네, 회사 출장 왔는데 한 명이 여직원이라 그래요",5
전 함께 일하고 싶어질 일도 절대 없죠.[SEP]그렇죠.[SEP]그 때부터 삶이 달라져서요.[SEP]지금은 음악을 하지 않죠.[SEP]그는 이제 1년 후에 은퇴해요.,6
"난 언어 처리 분야에서 일하는데 이런 사람들을 알고 있어.[SEP]어떤 한 사람은 엔지니어로 시작했어.[SEP]전기 엔지니어링을 전공했는데, 어느 순간 언어 처리로 분야를 바꿨어.[SEP]그가 그 분야를 더 즐긴다는 것을 알게 되었기 때문이지.[SEP]학생들은 이곳에서 모든 종류의 다양한 수업을 들어야 하거든.",6
이런 운동화는 얼마예요?[SEP]3만 원짜리도 있고 2만 원짜리도 있고 다양해요[SEP]나중에 교환 같은 거는 되나요?[SEP]환불은 안돼도 교환은 됩니다[SEP]이런 거는 얼마예요?,2
"그들은 뭔가 익숙하지 않으면 엄청나게 긴장하죠.[SEP]맞아요.[SEP]보통 그렇죠.[SEP]네, 만약 어떤 것에 익숙하지 않다면 그들은 정말 무서워합니다.[SEP]",1
"가족인데, 그럼 방 두개 해야해요?[SEP]네, 두개 하셔야 돼요[SEP]보일러가 고장나서 며칠 잠깐 쉴라 했는데, 방 두개 하고 그러면 할인은 안되나요?[SEP]저희 사장님한테 여쭤봐야 해요[SEP]다른 데 알아보고 계시는 거예요?",5
"하지만 전 체중에는 문제없어요.[SEP]전 온종일 먹어도 살이 하나도 안 쪄요.[SEP]아, 그거 진짜 좋은데요.[SEP]그렇게 되면 사람들이 운동에서 멀어지죠.[SEP]저도 몸무게 문제는 없어요.",3
"그 영화에 대해 들은 게 별로 없어요.[SEP]싸우는 영화라는 것 말고는요.[SEP]하지만 전 보러 가진 않을 것 같아요.[SEP]뭐, 돈값은 했어요, 그래도.[SEP]아, 할인 극장에 가신 건가요?",1
아.[SEP]그건 어때요?[SEP]이건 충격이 적은 에어로빅이라고 하는데요.[SEP]칼로리를 더 많이 태우죠.[SEP]하고 나면 정말 좋은 운동이라는 걸 알게 돼요.,3
"더 작은 바나나가 있었던 것 같은데 있나요?[SEP]이 것보다 더 큰 상자는 없나요?[SEP]바나나 아예 상했는데, 환불되나요?[SEP]여기 사과에 상처가 너무 심하게 났는데 교환되나요?[SEP]사과박스 포장이 찢어졌는데 바꿔주실 수 있나요?",5
"스위트룸 객실료는 얼마에요?[SEP]스위트룸 평일은 십만 원을 받고 있어요[SEP]십만 원, 할인된 가격이죠?[SEP]네, 할인된 금액이라 십만원이에요[SEP]스위트룸 말고는 어떤 타입이 있어요?",5
소다는 지금 몇 % 해요?[SEP]60% 넘어요[SEP]예쁜 거보다 저는 편안한 거[SEP]편한걸로 이런거는 어떠세요?[SEP]이거 말고 구두는 없어요?,2
다시 운동해야겠다고 마음먹고 있어요.[SEP]저는 그냥 꾸준히 할 필요가 있어요.[SEP]그렇게 하면 하기 싫은 일이 되겠지만요.[SEP]운동하는 게 재밌다고 생각하지 않지만.[SEP]다음 주말에 졸업을 하면 다시 운동을 시작해야겠어요.,1
글쎄요 저는 대개 홀까지 가는데 두세 번 정도는 걸리던데.[SEP]물론 홀에 따라서 다르죠.[SEP]아마 한두 번의 퍼팅으로 하기도 해요.[SEP]좋네요.[SEP]같이 치는 친구들은 자주 치는 편이에요.,3
"하지만 만약 우리가 변호사나 상대방 변호사나 뭐 그런 사람들과 함께 회의를 한다면 난 보통 정장을 입어.[SEP]원피스에 타이츠를 차려입을 거야.[SEP]응, 우리도 그런 편이야.[SEP]나도 노력해.[SEP]너랑 똑같아. ",6
오천 원만 주세요[SEP]이거는 돌로 만드는거가?[SEP]사기 같은거죠[SEP]반지 이런거는 알러지 나는거에요?[SEP]네네 알레르기 있는 분들은 장담을 못 해요,2
"강이 3피트 정도 됐어요.[SEP]그래서 제법 어려웠어요.[SEP]오, 이런. 상상이 가요.[SEP]그런데 캠핑은 저희가 텐트와 침낭을 끌고 숲속에 빈터를 찾아가는 겁니다.[SEP]그래서 카누에 실제로 짐들이 다 실리겠네요.",3
